epoch_idx	hit@10	precision@10	recall@10	ndcg@10	hit@20	precision@20	recall@20	ndcg@20
1.0	0.005854102782905102	0.0015653553418815136	0.005854102782905102	0.0033024390408546117	0.01302972063422203	0.0016978085041046143	0.01302972063422203	0.0055479889483933155
