,ep,loss
0,0,0.6968285318683175
1,1,0.6685550651129555
2,2,0.6596267083111931
3,3,0.6521068899070516
4,4,0.6497446579091689
5,5,0.6462373733520508
6,6,0.6440050391589894
7,7,0.6407703248893514
8,8,0.6377044916152954
9,9,0.6371321502853843
10,10,0.6360185952747569
11,11,0.6339081245310166
12,12,0.6315110921859741
13,13,0.6305297648205477
14,14,0.6293083481928882
15,15,0.6277299891499912
16,16,0.6269899974851048
17,17,0.6276415551410002
18,18,0.6253422463641447
19,19,0.6240919337553137
20,20,0.624004495494506
21,21,0.6234744506723741
22,22,0.6228422119336969
23,23,0.6223586973022012
24,24,0.6221838646075305
25,25,0.6222202532431659
26,26,0.621467122260262
27,27,0.620271037606632
28,28,0.6202379289795371
29,29,0.6197701131596285
30,30,0.6200762671582839
31,31,0.6184404667686013
32,32,0.6189368016579572
33,33,0.6191863838364097
34,34,0.6182267876232371
35,35,0.6175780944964465
36,36,0.6166913000976338
37,37,0.6166461478261387
38,38,0.6168342653442832
39,39,0.6172704942086163
40,40,0.6162695341250476
41,41,0.615391252671971
42,42,0.6158469897859237
43,43,0.615736887735479
44,44,0.6157893152797923
45,45,0.6155707590720233
46,46,0.6149016320705414
47,47,0.6152311791391933
48,48,0.614938869195826
49,49,0.614811113652061
50,50,0.6141002108069027
51,51,0.6138481620480033
52,52,0.6131323383134955
53,53,0.6125134194598478
54,54,0.6130864006631515
55,55,0.6129493310171015
56,56,0.6116922392564661
57,57,0.6127174479119918
58,58,0.612806556855931
59,59,0.6122009140603683
60,60,0.6117362362496993
61,61,0.612158757798812
62,62,0.6126643419265747
63,63,0.6114059844437767
64,64,0.6111851720248952
65,65,0.6116323979461894
66,66,0.6114244916859795
67,67,0.611303464454763
68,68,0.6110957299961763
69,69,0.6112634714911965
70,70,0.6102192875216988
71,71,0.6108876133666319
72,72,0.6110323702587801
73,73,0.6110565399422365
74,74,0.6098152065978331
75,75,0.6106742830837474
76,76,0.6103577561238233
77,77,0.6098868040477529
78,78,0.6104960511712467
79,79,0.609442733666476
80,80,0.6086336777490728
81,81,0.6097362094065722
82,82,0.6086243759183323
83,83,0.609913541990168
84,84,0.608595914700452
85,85,0.6087030891109916
86,86,0.6098219629596261
87,87,0.6084781446877647
88,88,0.6090335179777706
89,89,0.6092929787495557
90,90,0.6083657461054185
91,91,0.6075805741197923
92,92,0.6097652088193333
93,93,0.6086836387129391
94,94,0.6084538961158079
95,95,0.6078062513295341
96,96,0.6083119353827309
97,97,0.6074904939707588
98,98,0.6076124766293693
99,99,0.607392875587239
100,100,0.6084454164785498
101,101,0.607668985338772
102,102,0.6079947965986588
103,103,0.6076075469746309
104,104,0.6070473386960871
105,105,0.607679530101664
106,106,0.6065273319973665
107,107,0.6075274172951194
108,108,0.6071003587806926
109,109,0.6075253188610077
110,110,0.6076391023748061
111,111,0.607470163527657
112,112,0.6066855630453896
113,113,0.6073250612791847
114,114,0.6072934340028202
115,115,0.6072056959657108
116,116,0.6073098971563227
117,117,0.6067376154310563
118,118,0.6073970426531399
119,119,0.6069661641822142
120,120,0.6068645996205947
121,121,0.6069541854016921
122,122,0.6066401653430041
123,123,0.6061400438056272
124,124,0.6058646475567537
125,125,0.6060582381837508
126,126,0.6054572042296914
127,127,0.605911358314402
128,128,0.6065554513650782
129,129,0.6061432168764227
130,130,0.6062553980771233
131,131,0.6060132051215452
132,132,0.6052758641102735
133,133,0.6060799255090601
134,134,0.6060770452022552
135,135,0.6060426743591533
136,136,0.6059021564090953
137,137,0.606036926017088
138,138,0.6053375338806826
139,139,0.6055616017650155
140,140,0.6057053646620583
141,141,0.6058405287125531
142,142,0.6051843762397766
143,143,0.6053922106237972
144,144,0.6051161745015312
145,145,0.6056195322205039
146,146,0.6053950208074906
147,147,0.6038248328601613
148,148,0.6057651007876677
149,149,0.6046099364757538
150,150,0.6051413802539601
151,151,0.606086832635543
152,152,0.6050095786066616
153,153,0.6052069646470687
154,154,0.6042611914522508
155,155,0.6056584523004644
156,156,0.6046650514883154
157,157,0.604080831303316
158,158,0.6049344522111556
159,159,0.6040120773455676
160,160,0.6042046827428481
161,161,0.6049399288261638
162,162,0.6037034848157097
163,163,0.6045715966645409
164,164,0.6044934777652516
165,165,0.6047263110385221
166,166,0.6042714890311746
167,167,0.6036814451217651
168,168,0.6048731944140266
169,169,0.6049623857526218
170,170,0.6040353126385632
171,171,0.6047993898391724
172,172,0.6048431291299707
173,173,0.6049586744869456
174,174,0.6052052501369926
175,175,0.6036746274022495
176,176,0.6040417955202215
177,177,0.604204114745645
178,178,0.6040667716194602
179,179,0.604724538676879
180,180,0.6040679654654335
181,181,0.604200584046981
182,182,0.6041788073147044
183,183,0.6040464727317586
184,184,0.6036725289681378
185,185,0.604621583924574
186,186,0.6039394157774308
187,187,0.6038390590864069
188,188,0.6031062936081606
189,189,0.6047993091975942
190,190,0.6041104039725136
191,191,0.6042127959868487
192,192,0.6033374561982996
193,193,0.6042846949661479
194,194,0.6035906427046832
195,195,0.6033627671353957
196,196,0.6045415611828074
