,epoch,hit@10,precision@10,recall@10,ndcg@10,hit@20,precision@20,recall@20,ndcg@20
0,0,0.02114,0.02631,0.02119,0.02583,0.03998,0.02488,0.03972,0.03436
1,1,0.034,0.04231,0.03413,0.04631,0.06838,0.04255,0.06797,0.06071
2,2,0.05221,0.06498,0.05307,0.07151,0.0964,0.05998,0.09751,0.0885
3,3,0.06622,0.08241,0.06615,0.08939,0.11894,0.07401,0.11877,0.10898
4,4,0.08876,0.11046,0.08818,0.11685,0.14619,0.09097,0.14761,0.13535
5,5,0.09716,0.12092,0.09748,0.13462,0.16172,0.10063,0.16181,0.155
6,6,0.09398,0.11696,0.09442,0.12749,0.15612,0.09715,0.15777,0.14797
7,7,0.11588,0.14422,0.11594,0.15897,0.17815,0.11086,0.18048,0.17591
8,8,0.10849,0.13502,0.10902,0.15106,0.17191,0.10697,0.17211,0.1684
9,9,0.109,0.13566,0.10986,0.1522,0.17,0.10578,0.17014,0.16859
10,10,0.11766,0.14643,0.11783,0.1647,0.18426,0.11466,0.18422,0.18241
11,11,0.12276,0.15277,0.12283,0.17404,0.19088,0.11878,0.19173,0.19141
12,12,0.12237,0.1523,0.12375,0.17328,0.19216,0.11957,0.19253,0.19166
13,13,0.12123,0.15087,0.12212,0.16969,0.19025,0.11838,0.19078,0.18814
14,14,0.12377,0.15404,0.12522,0.17276,0.19203,0.11949,0.19432,0.19132
15,15,0.12785,0.15911,0.12767,0.18013,0.19801,0.12322,0.19807,0.19738
16,16,0.12912,0.1607,0.12872,0.18111,0.2068,0.12868,0.20715,0.20344
17,17,0.12912,0.1607,0.12913,0.18287,0.20336,0.12655,0.20457,0.20322
18,18,0.12607,0.15689,0.1259,0.17524,0.20145,0.12536,0.20245,0.19615
19,19,0.12428,0.15468,0.12444,0.17561,0.20336,0.12655,0.20457,0.19828
20,20,0.12747,0.15864,0.1274,0.17763,0.20031,0.12464,0.19986,0.19664
21,21,0.12849,0.1599,0.12892,0.18284,0.20604,0.12821,0.20547,0.20469
22,22,0.13332,0.16593,0.13335,0.19249,0.20795,0.1294,0.20792,0.21032
23,23,0.13167,0.16387,0.13182,0.19149,0.20718,0.12892,0.2077,0.2106
24,24,0.13231,0.16466,0.13211,0.1908,0.20718,0.12892,0.20861,0.20992
25,25,0.13765,0.17132,0.13851,0.19863,0.20986,0.13059,0.21141,0.21472
26,26,0.13956,0.17369,0.1397,0.2016,0.21673,0.13487,0.21828,0.22041
27,27,0.1388,0.17274,0.13861,0.20017,0.22068,0.13732,0.21984,0.22144
28,28,0.13447,0.16735,0.13386,0.19564,0.21431,0.13336,0.21626,0.21689
29,29,0.1374,0.171,0.1372,0.19836,0.21393,0.13312,0.21328,0.21649
30,30,0.13371,0.1664,0.13353,0.19324,0.20756,0.12916,0.20832,0.21136
31,31,0.14211,0.17686,0.14298,0.20579,0.21864,0.13605,0.21765,0.22293
32,32,0.14466,0.18003,0.14442,0.21398,0.21699,0.13502,0.21601,0.22728
33,33,0.13765,0.17132,0.13658,0.20464,0.21368,0.13296,0.21488,0.22157
34,34,0.14186,0.17655,0.14366,0.20657,0.21801,0.13566,0.2193,0.22364
35,35,0.14211,0.17686,0.14163,0.2066,0.22004,0.13693,0.22214,0.22539
36,36,0.13906,0.17306,0.13981,0.20431,0.2161,0.13447,0.21818,0.2226
37,37,0.14504,0.18051,0.14569,0.21323,0.22055,0.13724,0.22101,0.22861
38,38,0.14135,0.17591,0.14142,0.20934,0.21788,0.13558,0.21955,0.22592
39,39,0.13855,0.17242,0.13935,0.20376,0.21992,0.13685,0.22195,0.22499
40,40,0.14186,0.17655,0.14182,0.20953,0.22284,0.13867,0.22453,0.22952
41,41,0.13727,0.17084,0.13922,0.20412,0.21813,0.13574,0.2194,0.22367
42,42,0.13906,0.17306,0.13819,0.20427,0.22195,0.13811,0.22322,0.22599
43,43,0.13956,0.17369,0.14129,0.20662,0.21559,0.13415,0.21668,0.22357
44,44,0.14529,0.18082,0.14727,0.21177,0.22017,0.137,0.22115,0.22762
45,45,0.14122,0.17575,0.14265,0.20775,0.21801,0.13566,0.21916,0.22527
46,46,0.14351,0.17861,0.14495,0.21362,0.22488,0.13994,0.22582,0.2329
47,47,0.14479,0.18019,0.14471,0.21094,0.22323,0.13891,0.22402,0.22929
48,48,0.1467,0.18257,0.14877,0.21596,0.22374,0.13922,0.22432,0.23187
49,49,0.14173,0.17639,0.14245,0.21066,0.22119,0.13764,0.21936,0.22867
50,50,0.13918,0.17322,0.13864,0.20434,0.21444,0.13344,0.21482,0.22121
51,51,0.14109,0.17559,0.14185,0.20875,0.21813,0.13574,0.21711,0.22541
52,52,0.1444,0.17971,0.14414,0.21196,0.22488,0.13994,0.22393,0.23016
