,ep,loss
0,0,0.7583710175493489
1,1,0.3096853208400515
2,2,0.2475511200814379
3,3,0.22980482846851877
4,4,0.22260125576271841
5,5,0.2151851144586156
6,6,0.20986282201152545
7,7,0.2052369753833816
8,8,0.2021112605752681
9,9,0.1975661407817494
10,10,0.19521617594914945
11,11,0.19257710997766186
12,12,0.19090087311305548
13,13,0.18897439716126135
14,14,0.187278214650663
15,15,0.18580022501380075
16,16,0.18475221044461246
17,17,0.18226682662728275
18,18,0.18052192256149097
19,19,0.17877841891036203
20,20,0.1774107317915076
21,21,0.17624364981773813
22,22,0.17528939547510486
23,23,0.17409416479555515
24,24,0.17278999237439377
25,25,0.17139168160234985
26,26,0.17081749197758234
27,27,0.16892902782783206
28,28,0.16788280493185925
29,29,0.16834586988324704
30,30,0.16664025075586417
31,31,0.1654300085405116
32,32,0.1655747583025529
33,33,0.16392361104723965
34,34,0.16271886683028677
35,35,0.16250536964816067
36,36,0.16115467138441184
37,37,0.1614820957183838
38,38,0.16057005124129797
39,39,0.15952242495631982
40,40,0.1595847544227193
41,41,0.1581479941785571
42,42,0.1592430368124732
43,43,0.15810598845302823
44,44,0.15724326952879608
45,45,0.15786156296847836
46,46,0.1559882536824984
47,47,0.15517552229373352
48,48,0.15504277959878265
49,49,0.15484240627571527
50,50,0.15444815577018872
51,51,0.15420063817689542
52,52,0.1527212275111157
53,53,0.15241875175548636
54,54,0.15261953388867172
55,55,0.15193444078147647
56,56,0.15270025268373752
57,57,0.15084893094456714
58,58,0.15054720189613788
59,59,0.15156854798082306
60,60,0.14976386169317682
61,61,0.15019374019779236
62,62,0.148497526795261
63,63,0.14733911947652756
64,64,0.14815092610983038
65,65,0.1475169462236491
66,66,0.1480855389015948
67,67,0.14798363286398145
68,68,0.14651204775209012
69,69,0.1477032899562078
70,70,0.14600940352018643
71,71,0.14647902056515924
72,72,0.14559843020123456
73,73,0.14567195364962454
74,74,0.14459820356764813
75,75,0.1444856636373422
76,76,0.1439429694131429
77,77,0.14403335917961926
78,78,0.14332516774122894
79,79,0.14351461942605823
80,80,0.14250578045138257
81,81,0.14194058470810827
82,82,0.1421289317928284
83,83,0.14162811103899017
84,84,0.14123376246850952
85,85,0.1418115714263068
86,86,0.14058832747662964
87,87,0.14157373119484296
88,88,0.14166820258373328
89,89,0.139553848315369
90,90,0.13967480036345395
91,91,0.1398019797422669
92,92,0.14020285295992502
93,93,0.13974108087568887
94,94,0.13857350825321063
95,95,0.13897453531210602
96,96,0.13996653143949658
97,97,0.13919368459890955
98,98,0.13740350897957684
99,99,0.13788159751138196
100,100,0.13764228857317462
101,101,0.1379994351284306
102,102,0.13795058246657782
103,103,0.13709653743170938
104,104,0.13645347693692084
105,105,0.13704977155085138
106,106,0.13731304723990292
107,107,0.13645553429842938
108,108,0.1360351855870292
109,109,0.13686043604207132
110,110,0.1352361654752328
111,111,0.13599694676314417
112,112,0.13535035984671634
113,113,0.13474750689602652
114,114,0.13551197360037814
115,115,0.13507993177698535
116,116,0.13422713637823172
117,117,0.1342143307443664
118,118,0.1340608303784853
119,119,0.13417846582859402
120,120,0.13449549492404395
121,121,0.1333635312177447
122,122,0.13349006584157114
123,123,0.13372690725350098
124,124,0.13325874392576367
125,125,0.1332311195288251
126,126,0.1335566424334002
127,127,0.13342951347116425
128,128,0.13226058307608127
129,129,0.13392800502037341
130,130,0.1329453792496632
131,131,0.13130199944548926
132,132,0.13230471050904202
133,133,0.13187047379761346
134,134,0.13217243958603253
135,135,0.13205984953363895
136,136,0.1319868836713874
137,137,0.13172316845697848
138,138,0.13122050979509656
139,139,0.13086723612820206
140,140,0.13094269926015567
141,141,0.13009979346170727
142,142,0.13045764057768192
143,143,0.13092083460375253
144,144,0.1302572845411395
145,145,0.13012684955309503
146,146,0.13031400313137076
147,147,0.13066508320598264
148,148,0.13026639875098178
149,149,0.12814755234204733
150,150,0.1291360037600099
151,151,0.12938757473418835
152,152,0.12873649806255408
153,153,0.12924223525722037
154,154,0.1289355315179693
155,155,0.12745454268375403
156,156,0.12857042303080615
157,157,0.12810121246948544
158,158,0.12803869299855627
159,159,0.12854276208773904
160,160,0.1276124234609453
161,161,0.1278669615625864
162,162,0.12721445711822849
163,163,0.12719745695473178
164,164,0.12799103281243515
165,165,0.12752853504753867
166,166,0.12692258433390982
167,167,0.12691320081355542
168,168,0.12690871627081052
169,169,0.12630508286444095
170,170,0.1279431349145094
171,171,0.12789470057478064
172,172,0.1262479841768035
173,173,0.12687222898124234
174,174,0.12600452850458652
175,175,0.12663826867643552
176,176,0.12632860702723853
177,177,0.12628612570140674
178,178,0.1262315890711287
179,179,0.12587619581712564
180,180,0.1261359531829951
181,181,0.12580408418013644
182,182,0.12559527385493982
183,183,0.12489837399231116
184,184,0.12561253319851495
185,185,0.12452933336552895
186,186,0.12516098378204074
187,187,0.12418375929942715
188,188,0.12389765559095639
189,189,0.12560073916502149
190,190,0.12486330458062439
191,191,0.12557995949573666
192,192,0.1250315620140596
193,193,0.12494798540597848
194,194,0.1251467454574796
195,195,0.12415928213963867
196,196,0.12571904740550302
197,197,0.1238930566685473
198,198,0.12373206190205374
199,199,0.12395309135612292
200,200,0.12317421985237965
201,201,0.12364184058348653
202,202,0.12362233140016261
203,203,0.12400711837257793
204,204,0.12413867115385448
205,205,0.12372661959159044
206,206,0.12348420423245712
207,207,0.12301714836137569
208,208,0.12331078587313414
209,209,0.12318161477448912
210,210,0.12289175096707852
211,211,0.12232929506438522
212,212,0.12219881979019745
213,213,0.12175089809969951
214,214,0.12247995293069734
215,215,0.12203891366249017
216,216,0.1226664652878588
217,217,0.12355565256163066
218,218,0.1226099151749856
219,219,0.1224145682845191
220,220,0.12250795044564447
221,221,0.121051922381631
222,222,0.12226099344228096
223,223,0.12148558854938966
224,224,0.12071235851925824
225,225,0.12187623803912416
226,226,0.12222251820234442
227,227,0.1209297245257928
228,228,0.12178922588881767
229,229,0.12106018165943651
230,230,0.12133641010923348
231,231,0.12156900527920177
232,232,0.12098251562933676
233,233,0.12109255525670033
234,234,0.1210250850663826
235,235,0.12177169632181349
236,236,0.12063564065652402
237,237,0.12093059026558879
238,238,0.1203191695594976
239,239,0.1202314948081499
240,240,0.12050711231033792
241,241,0.12092581364830492
242,242,0.12058006983854083
243,243,0.12090027329361015
244,244,0.12012987692836716
245,245,0.11973910549059216
246,246,0.12185276388061847
247,247,0.12082935174698886
248,248,0.12216947292504103
249,249,0.11969399658352019
250,250,0.12029480486519252
251,251,0.11897530733596666
252,252,0.12005929787286186
253,253,0.11925653073745282
254,254,0.11962946086179597
255,255,0.12061120752289362
256,256,0.12009094649623976
257,257,0.11980215963638818
258,258,0.1198302388721304
259,259,0.11968990918911493
260,260,0.11845049138361287
261,261,0.12051869534221091
262,262,0.11987833793573228
263,263,0.11952229171048982
264,264,0.11935736433319423
265,265,0.11971121976380292
266,266,0.11920259913554776
267,267,0.12004887427501527
268,268,0.11835153872080942
269,269,0.11879375356105948
270,270,0.11870813240175662
271,271,0.11912506344643506
272,272,0.11896575940220723
273,273,0.11955068328163841
274,274,0.11876824347987006
275,275,0.11756885287318776
276,276,0.11850565168343985
277,277,0.11802611396953522
278,278,0.11948503200480118
279,279,0.11836197056435785
280,280,0.11822131414540672
281,281,0.11963066164212735
282,282,0.11760675082564825
283,283,0.11727555364134755
284,284,0.11876509161923714
285,285,0.11784987581577226
286,286,0.11767900013640935
287,287,0.1180985668313362
288,288,0.11854204915375578
289,289,0.11791065721054793
290,290,0.11759152522553569
291,291,0.11880805316885469
292,292,0.11863294429340852
293,293,0.11679183241171329
294,294,0.11905146128104138
295,295,0.11769683402870955
296,296,0.11741632711981596
297,297,0.11864849421464407
298,298,0.11798803045933426
299,299,0.11818318027752661
300,300,0.11793271773181885
301,301,0.1174438111336806
302,302,0.11771959608251398
303,303,0.11746402290969969
304,304,0.11692645112162993
305,305,0.11619206653399901
306,306,0.11826767884342096
307,307,0.11697194112737189
308,308,0.1181029720680987
309,309,0.11692671563196559
310,310,0.11782397005868994
311,311,0.11687627152020752
312,312,0.11669557671184125
313,313,0.11704701011477724
314,314,0.11628299327235919
315,315,0.11659011771909804
316,316,0.11701781706140918
317,317,0.11643222742990071
318,318,0.11760068184184462
319,319,0.11756945030373547
320,320,0.11724174753008153
321,321,0.11694057424195671
322,322,0.11764743594312857
323,323,0.11737673794445784
324,324,0.11678452353939238
325,325,0.11610093674523086
326,326,0.11698352348191936
327,327,0.11699023409912238
328,328,0.11605576670216948
329,329,0.11723307284559657
330,330,0.11678957232373505
331,331,0.11647637512372888
332,332,0.11680943421695543
333,333,0.1162539768831532
334,334,0.11573438861742322
335,335,0.11613427900631908
336,336,0.11735337707600575
337,337,0.1159361154135508
338,338,0.11681354855713637
339,339,0.11645670827080609
340,340,0.11668584463389023
341,341,0.1160873445597562
342,342,0.11726730004718652
343,343,0.1159133935869918
344,344,0.11614298955960707
345,345,0.1157480745388585
