,epoch,hit@10,precision@10,recall@10,ndcg@10,hit@20,precision@20,recall@20,ndcg@20
0,0,0.0047,0.00844,0.00876,0.01169,0.00792,0.00712,0.01365,0.01292
1,1,0.00478,0.00858,0.00884,0.01178,0.00798,0.00717,0.0138,0.01299
2,2,0.0048,0.00863,0.0088,0.01181,0.00813,0.00731,0.01404,0.01315
3,3,0.00483,0.00868,0.00885,0.01192,0.00829,0.00746,0.01427,0.01337
4,4,0.00491,0.00882,0.00893,0.01205,0.00838,0.00754,0.0143,0.01347
5,5,0.00501,0.00901,0.00907,0.01227,0.00855,0.00769,0.01451,0.01368
6,6,0.00507,0.00912,0.00916,0.01243,0.0087,0.00782,0.01465,0.01387
7,7,0.00516,0.00927,0.00926,0.01261,0.00886,0.00796,0.01493,0.01409
8,8,0.00525,0.00943,0.00938,0.01283,0.00902,0.00811,0.01512,0.01432
9,9,0.00534,0.0096,0.00948,0.01305,0.00916,0.00823,0.01532,0.01455
