,epoch,hit@10,precision@10,recall@10,ndcg@10,hit@20,precision@20,recall@20,ndcg@20
0,0,0.07209,0.07207,0.08361,0.10469,0.11631,0.05814,0.1339,0.11673
1,1,0.07062,0.0706,0.0826,0.10378,0.11652,0.05824,0.13308,0.11687
2,2,0.07211,0.07209,0.08395,0.105,0.11732,0.05864,0.13411,0.11718
3,3,0.07154,0.07152,0.08248,0.10495,0.11714,0.05855,0.1335,0.11751
4,4,0.07188,0.07186,0.08302,0.10468,0.11867,0.05932,0.13574,0.11853
5,5,0.07223,0.07221,0.08214,0.10583,0.11979,0.05988,0.13773,0.11967
6,6,0.07542,0.07539,0.08592,0.10935,0.12421,0.06209,0.14054,0.12304
7,7,0.0794,0.07938,0.08972,0.11503,0.13067,0.06532,0.14675,0.12934
8,8,0.08396,0.08393,0.09463,0.12091,0.13585,0.0679,0.1525,0.13453
9,9,0.0864,0.08637,0.0978,0.1246,0.13772,0.06884,0.15478,0.13715
10,10,0.08714,0.08712,0.0982,0.12524,0.13911,0.06953,0.15717,0.13839
11,11,0.08832,0.08829,0.09886,0.12649,0.14046,0.07021,0.15802,0.13973
12,12,0.08948,0.08945,0.101,0.1287,0.1415,0.07073,0.15956,0.14149
13,13,0.09097,0.09094,0.10279,0.13088,0.14446,0.07221,0.16292,0.14434
14,14,0.09312,0.09309,0.1055,0.13586,0.14742,0.07369,0.16694,0.14921
15,15,0.09513,0.0951,0.10868,0.14084,0.15066,0.07531,0.17031,0.15414
16,16,0.0989,0.09887,0.11368,0.14721,0.15414,0.07705,0.17507,0.1592
17,17,0.10218,0.10215,0.11795,0.15187,0.15838,0.07917,0.18049,0.16422
18,18,0.10479,0.10476,0.12285,0.15616,0.16107,0.08051,0.18458,0.16786
19,19,0.10668,0.10665,0.12542,0.15984,0.16341,0.08168,0.1893,0.17183
20,20,0.10808,0.10805,0.1282,0.16219,0.16523,0.08259,0.19285,0.17432
21,21,0.10843,0.1084,0.12948,0.16335,0.16793,0.08394,0.19519,0.17636
22,22,0.11004,0.11001,0.1316,0.16572,0.16902,0.08448,0.19701,0.17823
23,23,0.11087,0.11084,0.1326,0.16696,0.17101,0.08548,0.19985,0.18033
24,24,0.11188,0.11184,0.13408,0.16839,0.17262,0.08629,0.20261,0.18228
25,25,0.11288,0.11285,0.13556,0.16975,0.17418,0.08706,0.20521,0.18377
26,26,0.11449,0.11446,0.13819,0.17187,0.17562,0.08778,0.20606,0.18519
27,27,0.11565,0.11562,0.13915,0.17299,0.17803,0.08899,0.20907,0.1873
28,28,0.11678,0.11674,0.14039,0.17504,0.17974,0.08984,0.2104,0.18912
29,29,0.11718,0.11714,0.14167,0.17636,0.18149,0.09072,0.21265,0.1914
