,Epoch,Hit Ratio,Precision,Recall,NDCG,Measure Time
422,422,0.12038,0.06017,0.13526,0.11956,0.047655582427978516
423,423,0.12038,0.06017,0.13526,0.11956,0.04744982719421387
424,424,0.12038,0.06017,0.13526,0.11956,0.04740166664123535
425,425,0.12038,0.06017,0.13526,0.11956,0.04767179489135742
426,426,0.12038,0.06017,0.13526,0.11956,0.04793715476989746
427,427,0.12038,0.06017,0.13526,0.11956,0.04747343063354492
428,428,0.12038,0.06017,0.13526,0.11956,0.04783296585083008
429,429,0.12038,0.06017,0.13526,0.11956,0.04773759841918945
430,430,0.12038,0.06017,0.13526,0.11956,0.04770946502685547
431,431,0.12038,0.06017,0.13526,0.11956,0.047850847244262695
432,432,0.12038,0.06017,0.13526,0.11956,0.050585269927978516
433,433,0.12038,0.06017,0.13526,0.11956,0.04774928092956543
434,434,0.12038,0.06017,0.13526,0.11956,0.04741501808166504
435,435,0.12038,0.06017,0.13526,0.11956,0.04688572883605957
436,436,0.12038,0.06017,0.13526,0.11956,0.04787421226501465
437,437,0.12038,0.06017,0.13526,0.11956,0.04764723777770996
438,438,0.12038,0.06017,0.13526,0.11956,0.04780697822570801
439,439,0.12038,0.06017,0.13526,0.11956,0.05210447311401367
440,440,0.12038,0.06017,0.13526,0.11956,0.04729413986206055
441,441,0.12038,0.06017,0.13526,0.11956,0.04712796211242676
442,442,0.12038,0.06017,0.13526,0.11956,0.04760408401489258
443,443,0.12038,0.06017,0.13526,0.11956,0.04829287528991699
444,444,0.12038,0.06017,0.13526,0.11956,0.04771542549133301
445,445,0.12038,0.06017,0.13526,0.11956,0.04709601402282715
446,446,0.12038,0.06017,0.13526,0.11956,0.04716801643371582
447,447,0.12038,0.06017,0.13526,0.11956,0.04767560958862305
448,448,0.12038,0.06017,0.13526,0.11956,0.051621437072753906
449,449,0.12038,0.06017,0.13526,0.11956,0.048694610595703125
450,450,0.12038,0.06017,0.13526,0.11956,0.047539472579956055
451,451,0.12038,0.06017,0.13526,0.11956,0.04758715629577637
452,452,0.12038,0.06017,0.13526,0.11956,0.047165632247924805
453,453,0.12038,0.06017,0.13526,0.11956,0.04724383354187012
454,454,0.12038,0.06017,0.13526,0.11956,0.04766392707824707
455,455,0.12038,0.06017,0.13526,0.11956,0.052411794662475586
456,456,0.12038,0.06017,0.13526,0.11956,0.04745173454284668
457,457,0.12038,0.06017,0.13526,0.11956,0.0524439811706543
458,458,0.12038,0.06017,0.13526,0.11956,0.04780268669128418
459,459,0.12038,0.06017,0.13526,0.11956,0.04802298545837402
460,460,0.12038,0.06017,0.13526,0.11956,0.055504798889160156
461,461,0.12038,0.06017,0.13526,0.11956,0.0487823486328125
462,462,0.12038,0.06017,0.13526,0.11956,0.047693729400634766
463,463,0.12038,0.06017,0.13526,0.11956,0.049275875091552734
464,464,0.12038,0.06017,0.13526,0.11956,0.04897141456604004
465,465,0.12038,0.06017,0.13526,0.11956,0.05271410942077637
466,466,0.12038,0.06017,0.13526,0.11956,0.04828763008117676
467,467,0.12038,0.06017,0.13526,0.11956,0.04858255386352539
468,468,0.12038,0.06017,0.13526,0.11956,0.04776811599731445
469,469,0.12038,0.06017,0.13526,0.11956,0.048323631286621094
470,470,0.12038,0.06017,0.13526,0.11956,0.05423426628112793
471,471,0.12038,0.06017,0.13526,0.11956,0.04808163642883301
472,472,0.12038,0.06017,0.13526,0.11956,0.04888582229614258
473,473,0.12038,0.06017,0.13526,0.11956,0.21617817878723145
474,474,0.12038,0.06017,0.13526,0.11956,0.04821038246154785
475,475,0.12038,0.06017,0.13526,0.11956,0.04911446571350098
476,476,0.12038,0.06017,0.13526,0.11956,0.04827570915222168
477,477,0.12038,0.06017,0.13526,0.11956,0.0490269660949707
478,478,0.12038,0.06017,0.13526,0.11956,0.04823184013366699
479,479,0.12038,0.06017,0.13526,0.11956,0.04936933517456055
480,480,0.12038,0.06017,0.13526,0.11956,0.04827141761779785
481,481,0.12038,0.06017,0.13526,0.11956,0.04827404022216797
482,482,0.12038,0.06017,0.13526,0.11956,0.047789573669433594
483,483,0.12038,0.06017,0.13526,0.11956,0.0491330623626709
484,484,0.12038,0.06017,0.13526,0.11956,0.048317909240722656
485,485,0.12038,0.06017,0.13526,0.11956,0.04843711853027344
486,486,0.12038,0.06017,0.13526,0.11956,0.048769474029541016
487,487,0.12038,0.06017,0.13526,0.11956,0.04869675636291504
488,488,0.12038,0.06017,0.13526,0.11956,0.048013925552368164
489,489,0.12038,0.06017,0.13526,0.11956,0.047847747802734375
490,490,0.12038,0.06017,0.13526,0.11956,0.04784703254699707
491,491,0.12038,0.06017,0.13526,0.11956,0.048004150390625
492,492,0.12038,0.06017,0.13526,0.11956,0.0485837459564209
493,493,0.12038,0.06017,0.13526,0.11956,0.049831390380859375
494,494,0.12038,0.06017,0.13526,0.11956,0.049222469329833984
495,495,0.12038,0.06017,0.13526,0.11956,0.04930448532104492
496,496,0.12038,0.06017,0.13573,0.11918,0.04916071891784668
497,497,0.12038,0.06017,0.13573,0.11918,0.049405813217163086
498,498,0.12038,0.06017,0.13573,0.11918,0.0484461784362793
499,499,0.12038,0.06017,0.13573,0.11918,0.04847431182861328
