,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.06125,0.09983,0.10193,0.1133,0.07623,0.06212,0.06165,0.09979
1,1,0.06813,0.10709,0.113,0.12242,0.08479,0.06664,0.06834,0.10643
2,2,0.06876,0.10951,0.11641,0.12632,0.08558,0.06815,0.06903,0.1087
3,3,0.07679,0.11435,0.12653,0.13252,0.09556,0.07116,0.07664,0.11298
4,4,0.08443,0.11957,0.13437,0.13802,0.10507,0.07441,0.08381,0.11797
5,5,0.08659,0.12467,0.14005,0.1442,0.10777,0.07758,0.08698,0.12404
6,6,0.0899,0.13116,0.14532,0.15089,0.11189,0.08162,0.09054,0.13215
7,7,0.0955,0.13969,0.15524,0.1605,0.11886,0.08693,0.09613,0.14096
8,8,0.10022,0.14466,0.16219,0.16657,0.12472,0.09002,0.10069,0.14626
9,9,0.09589,0.14186,0.15678,0.16323,0.11933,0.08827,0.09663,0.14359
10,10,0.09996,0.14848,0.16252,0.16927,0.12441,0.09239,0.10037,0.15035
11,11,0.10098,0.14771,0.16357,0.16919,0.12567,0.09192,0.10149,0.14923
12,12,0.10251,0.14975,0.16503,0.17137,0.12758,0.09319,0.10318,0.15096
13,13,0.10391,0.15026,0.16628,0.17156,0.12932,0.0935,0.10413,0.15157
14,14,0.10837,0.15586,0.17343,0.17836,0.13487,0.09699,0.10908,0.15768
15,15,0.10786,0.15357,0.17078,0.17509,0.13423,0.09556,0.10864,0.15527
16,16,0.10709,0.15243,0.1716,0.17667,0.13328,0.09485,0.10772,0.15396
17,17,0.10849,0.15204,0.17421,0.1772,0.13502,0.09461,0.10902,0.15274
18,18,0.10111,0.14517,0.16358,0.16837,0.12583,0.09033,0.10122,0.1464
19,19,0.10149,0.14619,0.16496,0.17002,0.12631,0.09097,0.10152,0.14715
20,20,0.09652,0.13931,0.15389,0.15906,0.12013,0.08669,0.09661,0.1407
21,21,0.10951,0.15726,0.17815,0.18229,0.13629,0.09786,0.11003,0.15768
22,22,0.11002,0.15586,0.17579,0.17953,0.13693,0.09699,0.11046,0.15646
23,23,0.10391,0.14784,0.168,0.17184,0.12932,0.092,0.10472,0.14875
24,24,0.10365,0.14733,0.16881,0.17233,0.129,0.09168,0.10393,0.14851
25,25,0.10862,0.15459,0.17798,0.1813,0.13518,0.0962,0.10899,0.15598
26,26,0.09232,0.13562,0.14964,0.15564,0.1149,0.08439,0.09249,0.13742
27,27,0.10658,0.15599,0.17442,0.18067,0.13265,0.09707,0.1069,0.15745
28,28,0.10837,0.15625,0.17618,0.18103,0.13487,0.09723,0.1094,0.15675
29,29,0.11473,0.1658,0.18531,0.19072,0.14279,0.10317,0.11529,0.16756
30,30,0.11053,0.16032,0.17793,0.18399,0.13756,0.09976,0.11074,0.16112
31,31,0.11117,0.15714,0.1783,0.18193,0.13835,0.09778,0.11239,0.15858
32,32,0.11499,0.16771,0.18598,0.19204,0.14311,0.10436,0.11537,0.1694
33,33,0.11028,0.16045,0.18071,0.18645,0.13724,0.09984,0.11051,0.16134
34,34,0.11601,0.16656,0.18846,0.19288,0.14437,0.10365,0.11646,0.16763
35,35,0.1169,0.16923,0.18737,0.19374,0.14548,0.10531,0.11774,0.17137
36,36,0.11422,0.16758,0.18661,0.19336,0.14216,0.10428,0.11504,0.16996
37,37,0.11753,0.16771,0.19109,0.19489,0.14628,0.10436,0.11887,0.16938
38,38,0.11741,0.16732,0.18827,0.19295,0.14612,0.10412,0.11786,0.16886
39,39,0.11384,0.16503,0.18498,0.19037,0.14168,0.10269,0.11463,0.16588
40,40,0.11308,0.1714,0.18482,0.1946,0.14073,0.10666,0.11367,0.17284
41,41,0.11384,0.16452,0.18638,0.19192,0.14168,0.10238,0.11487,0.1663
42,42,0.11855,0.17216,0.19095,0.19721,0.14754,0.10713,0.11924,0.17331
43,43,0.11613,0.16732,0.18816,0.19313,0.14453,0.10412,0.11653,0.16899
44,44,0.11231,0.16172,0.18197,0.18727,0.13978,0.10063,0.11239,0.16264
45,45,0.11944,0.17051,0.19013,0.19514,0.14865,0.1061,0.12015,0.17168
46,46,0.11588,0.16656,0.1874,0.19241,0.14422,0.10365,0.11755,0.16804
47,47,0.11601,0.16898,0.1893,0.19513,0.14437,0.10515,0.11646,0.17023
48,48,0.11652,0.16783,0.18976,0.19462,0.14501,0.10444,0.1172,0.16864
49,49,0.12721,0.18171,0.20434,0.20928,0.15832,0.11307,0.12851,0.18379
50,50,0.12174,0.17471,0.19589,0.20124,0.15151,0.10872,0.12243,0.17747
51,51,0.11639,0.16707,0.18592,0.19074,0.14485,0.10396,0.11719,0.16849
52,52,0.12479,0.18159,0.20351,0.20983,0.15531,0.113,0.12561,0.18439
53,53,0.11703,0.17204,0.18865,0.19586,0.14564,0.10705,0.11825,0.17365
54,54,0.11944,0.1728,0.194,0.19989,0.14865,0.10753,0.11988,0.17505
55,55,0.12186,0.17458,0.19554,0.20113,0.15166,0.10864,0.12364,0.17677
56,56,0.12097,0.1728,0.19473,0.19922,0.15055,0.10753,0.12218,0.17491
57,57,0.11117,0.15777,0.17843,0.18227,0.13835,0.09818,0.11203,0.15957
58,58,0.12301,0.1798,0.19681,0.20459,0.15309,0.11189,0.12553,0.18222
59,59,0.12467,0.17815,0.19928,0.20426,0.15515,0.11086,0.12684,0.18025
60,60,0.12339,0.17496,0.19822,0.2023,0.15357,0.10887,0.12512,0.17694
61,61,0.12059,0.17586,0.19621,0.20258,0.15008,0.10943,0.12173,0.17786
62,62,0.11766,0.17165,0.18747,0.19498,0.14643,0.10681,0.11886,0.17424
63,63,0.12021,0.17318,0.19153,0.19702,0.1496,0.10777,0.12152,0.17475
64,64,0.12632,0.18006,0.20262,0.20692,0.15721,0.11204,0.12827,0.18204
65,65,0.11524,0.16834,0.18618,0.19318,0.14342,0.10475,0.11655,0.17078
66,66,0.12339,0.17751,0.19551,0.20164,0.15357,0.11046,0.12498,0.17934
67,67,0.12301,0.17828,0.19915,0.20491,0.15309,0.11094,0.1246,0.18038
68,68,0.12288,0.1798,0.19845,0.20516,0.15293,0.11189,0.12413,0.18121
69,69,0.11894,0.17165,0.19148,0.1968,0.14802,0.10681,0.12017,0.1738
70,70,0.12492,0.18261,0.20183,0.20882,0.15547,0.11363,0.12622,0.18495
71,71,0.11588,0.16478,0.18379,0.18736,0.14422,0.10254,0.11755,0.16716
72,72,0.12161,0.17675,0.19695,0.20299,0.15135,0.10998,0.1231,0.17908
73,73,0.12518,0.17726,0.20279,0.20606,0.15578,0.1103,0.12643,0.17887
74,74,0.11728,0.17089,0.18802,0.19435,0.14596,0.10634,0.11801,0.17252
75,75,0.11741,0.17114,0.19126,0.19708,0.14612,0.1065,0.11854,0.17292
76,76,0.12568,0.18146,0.20506,0.21035,0.15642,0.11292,0.12727,0.18324
77,77,0.12314,0.17891,0.19861,0.20515,0.15325,0.11133,0.12439,0.18051
78,78,0.12148,0.17726,0.19326,0.20035,0.15119,0.1103,0.12248,0.17914
79,79,0.12454,0.18057,0.20045,0.20602,0.15499,0.11236,0.12565,0.18165
80,80,0.13014,0.1863,0.20843,0.21341,0.16197,0.11593,0.13253,0.18783
81,81,0.11817,0.17369,0.1906,0.19751,0.14707,0.10808,0.11991,0.17518
82,82,0.12645,0.18184,0.20234,0.20739,0.15737,0.11315,0.12729,0.18202
83,83,0.12581,0.18541,0.20418,0.21201,0.15658,0.11537,0.12653,0.18763
84,84,0.12721,0.1849,0.20707,0.21341,0.15832,0.11506,0.12841,0.18674
85,85,0.12925,0.18668,0.21066,0.21553,0.16086,0.11616,0.131,0.18831
86,86,0.12377,0.18031,0.20536,0.21114,0.15404,0.1122,0.1253,0.1825
87,87,0.12861,0.18757,0.20765,0.21497,0.16006,0.11672,0.12977,0.18947
88,88,0.12467,0.18019,0.19968,0.20641,0.15515,0.11212,0.12537,0.18262
89,89,0.12798,0.18885,0.21055,0.2186,0.15927,0.11751,0.12928,0.19162
90,90,0.1211,0.17866,0.19482,0.2031,0.15071,0.11117,0.12301,0.18191
91,91,0.12721,0.18464,0.21094,0.21611,0.15832,0.1149,0.12779,0.18598
92,92,0.11766,0.17573,0.18905,0.19883,0.14643,0.10935,0.11905,0.17717
93,93,0.12225,0.18184,0.19675,0.20593,0.15214,0.11315,0.12329,0.18285
94,94,0.12148,0.17662,0.19626,0.20276,0.15119,0.1099,0.12217,0.17774
95,95,0.12989,0.19101,0.21252,0.22023,0.16165,0.11886,0.13095,0.19319
96,96,0.11575,0.17586,0.18965,0.19964,0.14406,0.10943,0.11645,0.17742
97,97,0.13345,0.1933,0.21564,0.2223,0.16609,0.12029,0.13436,0.196
98,98,0.13116,0.18783,0.21021,0.21553,0.16323,0.11688,0.13206,0.1901
99,99,0.12225,0.18095,0.19718,0.20543,0.15214,0.1126,0.12314,0.18141
100,100,0.13422,0.19559,0.21543,0.22342,0.16704,0.12171,0.13508,0.1967
101,101,0.1267,0.18579,0.20534,0.2129,0.15769,0.11561,0.12776,0.18627
102,102,0.13562,0.19559,0.21803,0.22492,0.16878,0.12171,0.13697,0.19716
103,103,0.12912,0.1905,0.20892,0.21715,0.1607,0.11854,0.12924,0.19269
104,104,0.13205,0.19216,0.21258,0.21954,0.16434,0.11957,0.13254,0.19435
105,105,0.13078,0.19317,0.21278,0.22175,0.16276,0.12021,0.13248,0.19607
106,106,0.12594,0.18872,0.20359,0.21379,0.15674,0.11743,0.12699,0.1902
107,107,0.1281,0.1919,0.2091,0.21825,0.15943,0.11941,0.12903,0.1932
108,108,0.13103,0.19139,0.20973,0.21787,0.16307,0.1191,0.13164,0.19358
109,109,0.13205,0.19228,0.21337,0.22006,0.16434,0.11965,0.13348,0.19275
110,110,0.12543,0.18464,0.20023,0.20833,0.1561,0.1149,0.12632,0.18509
111,111,0.13562,0.19598,0.21906,0.22486,0.16878,0.12195,0.13731,0.19787
112,112,0.11855,0.17904,0.19407,0.20421,0.14754,0.11141,0.11929,0.18105
113,113,0.12288,0.18044,0.20032,0.20782,0.15293,0.11228,0.12353,0.18234
114,114,0.12874,0.19037,0.20859,0.21747,0.16022,0.11846,0.12958,0.19241
115,115,0.13001,0.18948,0.20882,0.21559,0.16181,0.11791,0.1309,0.19084
116,116,0.13141,0.19126,0.21117,0.21792,0.16355,0.11902,0.13211,0.19314
117,117,0.12479,0.18248,0.19908,0.20699,0.15531,0.11355,0.1254,0.18347
118,118,0.1318,0.19343,0.21305,0.22069,0.16403,0.12036,0.13271,0.19493
119,119,0.12123,0.18222,0.19368,0.20424,0.15087,0.11339,0.1213,0.18432
120,120,0.12632,0.1821,0.20292,0.20923,0.15721,0.11331,0.12821,0.18487
121,121,0.13383,0.19394,0.21767,0.22333,0.16656,0.12068,0.1354,0.19586
122,122,0.12836,0.19152,0.2072,0.21672,0.15975,0.11918,0.1295,0.19352
123,123,0.12849,0.18885,0.20576,0.21463,0.1599,0.11751,0.12925,0.18964
124,124,0.12912,0.19037,0.2071,0.21591,0.1607,0.11846,0.12947,0.19208
125,125,0.12836,0.19037,0.20521,0.21453,0.15975,0.11846,0.12906,0.19234
126,126,0.11906,0.17713,0.1925,0.20115,0.14818,0.11022,0.11969,0.17887
127,127,0.13523,0.20056,0.21678,0.22634,0.1683,0.1248,0.13644,0.20354
128,128,0.13536,0.20183,0.21667,0.2265,0.16846,0.12559,0.13702,0.20236
129,129,0.13154,0.19559,0.21423,0.2229,0.16371,0.12171,0.13248,0.19655
130,130,0.13027,0.19508,0.20905,0.21971,0.16212,0.12139,0.13127,0.19735
131,131,0.13434,0.19496,0.21532,0.22223,0.16719,0.12132,0.13506,0.19693
132,132,0.1332,0.19585,0.21454,0.22275,0.16577,0.12187,0.13398,0.19839
133,133,0.13231,0.19738,0.21338,0.22401,0.16466,0.12282,0.1336,0.19905
134,134,0.12912,0.19381,0.20773,0.21787,0.1607,0.1206,0.12904,0.19531
135,135,0.13065,0.19254,0.20958,0.21817,0.1626,0.11981,0.13179,0.19287
136,136,0.1304,0.19458,0.20794,0.21861,0.16228,0.12108,0.13073,0.19661
137,137,0.12759,0.19228,0.20662,0.21685,0.1588,0.11965,0.12807,0.19383
138,138,0.13001,0.1919,0.21019,0.21918,0.16181,0.11941,0.13101,0.19339
139,139,0.13485,0.19929,0.21579,0.22557,0.16783,0.12401,0.13634,0.20145
140,140,0.13893,0.20005,0.22324,0.22971,0.1729,0.12448,0.14026,0.20259
141,141,0.12747,0.19445,0.20742,0.22015,0.15864,0.121,0.12839,0.19682
142,142,0.13715,0.19801,0.21556,0.22373,0.17068,0.12322,0.13842,0.19932
143,143,0.13447,0.20107,0.21684,0.22729,0.16735,0.12512,0.13536,0.20295
144,144,0.13014,0.19381,0.208,0.21897,0.16197,0.1206,0.13154,0.19631
145,145,0.12963,0.19228,0.20689,0.21622,0.16133,0.11965,0.13116,0.19282
146,146,0.13154,0.19852,0.21093,0.22216,0.16371,0.12353,0.13276,0.19957
147,147,0.14377,0.20591,0.22567,0.23258,0.17892,0.12813,0.14563,0.20715
148,148,0.13625,0.20094,0.21467,0.22502,0.16957,0.12504,0.13813,0.20215
149,149,0.14058,0.20336,0.22307,0.2307,0.17496,0.12655,0.14218,0.2061
150,150,0.14058,0.20591,0.22312,0.23225,0.17496,0.12813,0.14204,0.20829
151,151,0.13625,0.1998,0.21585,0.22473,0.16957,0.12433,0.13707,0.20232
152,152,0.13715,0.20298,0.22178,0.23104,0.17068,0.12631,0.1383,0.20507
153,153,0.13867,0.1998,0.21972,0.22541,0.17258,0.12433,0.13909,0.19968
154,154,0.14186,0.20578,0.22752,0.23452,0.17655,0.12805,0.14228,0.20743
155,155,0.14275,0.2054,0.2249,0.23176,0.17765,0.12781,0.1441,0.20745
156,156,0.14262,0.20413,0.22578,0.23287,0.1775,0.12702,0.14407,0.20639
157,157,0.13956,0.20731,0.22533,0.23448,0.17369,0.129,0.13996,0.2086
158,158,0.14007,0.20273,0.22168,0.22962,0.17433,0.12615,0.14144,0.20469
159,159,0.13893,0.20451,0.2183,0.22757,0.1729,0.12726,0.14036,0.20529
160,160,0.13727,0.19865,0.21371,0.22214,0.17084,0.12361,0.13814,0.19831
161,161,0.13485,0.19903,0.2194,0.22768,0.16783,0.12385,0.13577,0.20052
162,162,0.1416,0.20871,0.22596,0.23497,0.17623,0.12987,0.14229,0.21027
163,163,0.13651,0.1984,0.21539,0.22389,0.16989,0.12345,0.13768,0.20032
164,164,0.13816,0.20273,0.21733,0.22657,0.17195,0.12615,0.13949,0.20408
165,165,0.1402,0.20132,0.21983,0.2269,0.17448,0.12528,0.14103,0.20315
166,166,0.13842,0.20043,0.21773,0.2257,0.17227,0.12472,0.13917,0.20133
167,167,0.13765,0.20005,0.21873,0.22633,0.17132,0.12448,0.13854,0.20096
168,168,0.13702,0.20374,0.218,0.22902,0.17052,0.12678,0.13821,0.20332
169,169,0.13893,0.20731,0.21612,0.22878,0.1729,0.129,0.14037,0.20956
170,170,0.13638,0.20489,0.21772,0.22941,0.16973,0.1275,0.13785,0.20724
171,171,0.14147,0.20438,0.22195,0.23049,0.17607,0.12718,0.14309,0.20663
172,172,0.13523,0.19649,0.21178,0.22025,0.1683,0.12227,0.13686,0.19776
173,173,0.13332,0.19763,0.21055,0.22023,0.16593,0.12298,0.13404,0.19876
174,174,0.13065,0.19458,0.20648,0.21679,0.1626,0.12108,0.13152,0.19549
175,175,0.13918,0.20031,0.22087,0.22785,0.17322,0.12464,0.14071,0.20269
176,176,0.13982,0.19992,0.21928,0.22536,0.17401,0.12441,0.14048,0.20057
177,177,0.13409,0.19534,0.21225,0.21947,0.16688,0.12155,0.13488,0.19473
178,178,0.14313,0.20756,0.22044,0.22925,0.17813,0.12916,0.1438,0.20703
179,179,0.143,0.20451,0.22744,0.23301,0.17797,0.12726,0.14387,0.20544
180,180,0.13969,0.20413,0.22284,0.23096,0.17385,0.12702,0.14035,0.20462
181,181,0.1374,0.20081,0.21706,0.22568,0.171,0.12496,0.13798,0.20129
182,182,0.13651,0.19903,0.21795,0.22566,0.16989,0.12385,0.13758,0.1999
183,183,0.1467,0.21508,0.22977,0.23972,0.18257,0.13384,0.14781,0.21447
184,184,0.13638,0.20069,0.21595,0.22479,0.16973,0.12488,0.13639,0.20036
185,185,0.13587,0.20183,0.21448,0.22558,0.1691,0.12559,0.13674,0.20353
186,186,0.13282,0.19789,0.20914,0.2206,0.16529,0.12314,0.13279,0.19931
187,187,0.14351,0.20986,0.22703,0.23553,0.17861,0.13059,0.14505,0.20989
188,188,0.14466,0.21164,0.22494,0.23433,0.18003,0.1317,0.14581,0.21326
189,189,0.14109,0.20629,0.22302,0.23154,0.17559,0.12837,0.14209,0.20754
190,190,0.14122,0.20693,0.22195,0.23186,0.17575,0.12876,0.14241,0.20703
191,191,0.14237,0.20718,0.22515,0.23394,0.17718,0.12892,0.14296,0.20914
192,192,0.13893,0.20604,0.21756,0.22914,0.1729,0.12821,0.14025,0.20762
193,193,0.13867,0.20298,0.2165,0.22643,0.17258,0.12631,0.13909,0.20384
194,194,0.14389,0.21329,0.22522,0.23746,0.17908,0.13273,0.14483,0.21468
