,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.07826,0.12731,0.11315,0.12641,0.07823,0.06364,0.08532,0.1413
1,1,0.09535,0.1505,0.1385,0.15175,0.09532,0.07523,0.10621,0.16721
2,2,0.10128,0.15724,0.1478,0.16071,0.10125,0.0786,0.11726,0.17873
3,3,0.10128,0.16088,0.14697,0.16199,0.10125,0.08042,0.11978,0.18594
4,4,0.10926,0.17165,0.16403,0.17825,0.10923,0.0858,0.12909,0.19681
5,5,0.1084,0.17286,0.16258,0.17845,0.10836,0.08641,0.12807,0.19813
6,6,0.11342,0.17694,0.16922,0.18367,0.11339,0.08844,0.13322,0.2036
7,7,0.10517,0.1677,0.15755,0.17465,0.10514,0.08383,0.13042,0.20217
8,8,0.10866,0.17389,0.16176,0.17898,0.10862,0.08692,0.13125,0.20624
9,9,0.11331,0.17971,0.16555,0.18227,0.11328,0.08983,0.13519,0.20931
10,10,0.11475,0.18182,0.17136,0.18753,0.11472,0.09088,0.13579,0.21072
11,11,0.11799,0.18615,0.17514,0.19191,0.11796,0.09305,0.13877,0.21659
12,12,0.11531,0.18308,0.17288,0.19071,0.11527,0.09152,0.13793,0.21532
13,13,0.11832,0.18567,0.17728,0.19403,0.11829,0.09281,0.14256,0.21891
14,14,0.11605,0.1835,0.17392,0.19102,0.11602,0.09172,0.14119,0.21743
15,15,0.11759,0.18532,0.17644,0.19401,0.11756,0.09263,0.14318,0.22138
16,16,0.11955,0.18797,0.17761,0.19497,0.11952,0.09396,0.14629,0.22603
17,17,0.12062,0.1878,0.18184,0.19823,0.12059,0.09387,0.14579,0.2227
18,18,0.11926,0.1888,0.18157,0.19902,0.11922,0.09437,0.14608,0.2247
19,19,0.12282,0.19216,0.18336,0.20016,0.12279,0.09605,0.15046,0.22892
20,20,0.12381,0.19464,0.1848,0.20315,0.12377,0.09729,0.15013,0.2326
21,21,0.12055,0.19152,0.18226,0.20021,0.12052,0.09573,0.14959,0.22844
22,22,0.11189,0.17888,0.16787,0.18705,0.11186,0.08941,0.13929,0.21894
23,23,0.12346,0.19268,0.18618,0.20346,0.12343,0.09631,0.15049,0.23053
24,24,0.12248,0.19443,0.18331,0.2028,0.12244,0.09719,0.15186,0.23445
25,25,0.123,0.19471,0.18406,0.20249,0.12296,0.09732,0.14764,0.22906
26,26,0.12518,0.19734,0.18926,0.20793,0.12514,0.09864,0.15237,0.23599
27,27,0.1253,0.19621,0.18988,0.20711,0.12526,0.09808,0.15115,0.23167
28,28,0.12336,0.19277,0.18496,0.20143,0.12332,0.09635,0.14796,0.22669
29,29,0.12674,0.19748,0.18929,0.20685,0.1267,0.09871,0.15119,0.23314
30,30,0.12369,0.19412,0.18562,0.2026,0.12365,0.09703,0.15073,0.22893
31,31,0.12667,0.19867,0.19069,0.20801,0.12663,0.09931,0.15142,0.23349
32,32,0.12014,0.19057,0.17881,0.19786,0.1201,0.09526,0.14565,0.2287
33,33,0.12532,0.19807,0.18525,0.20385,0.12528,0.099,0.15381,0.2352
34,34,0.124,0.19611,0.18552,0.20451,0.12397,0.09803,0.15231,0.23454
35,35,0.12856,0.19883,0.19387,0.2109,0.12852,0.09939,0.15687,0.237
36,36,0.12627,0.19952,0.18977,0.20893,0.12623,0.09973,0.15269,0.23653
37,37,0.12487,0.19614,0.18857,0.20668,0.12483,0.09804,0.15315,0.23373
38,38,0.12819,0.20188,0.19335,0.21169,0.12816,0.10091,0.15506,0.23883
39,39,0.12897,0.1994,0.1925,0.20935,0.12894,0.09967,0.15845,0.23653
40,40,0.12513,0.19711,0.1903,0.20806,0.12509,0.09853,0.1536,0.23331
41,41,0.12693,0.20214,0.19251,0.21228,0.12689,0.10104,0.15381,0.24043
42,42,0.12781,0.20157,0.19309,0.21098,0.12777,0.10075,0.15593,0.23915
43,43,0.12802,0.20215,0.19187,0.21062,0.12798,0.10105,0.1582,0.24136
44,44,0.12688,0.19876,0.1925,0.21072,0.12684,0.09935,0.15363,0.23831
45,45,0.12806,0.20099,0.19238,0.21052,0.12802,0.10047,0.15706,0.23953
46,46,0.13114,0.20591,0.19627,0.2146,0.1311,0.10293,0.16015,0.2431
47,47,0.12596,0.20011,0.18977,0.20946,0.12592,0.10003,0.15591,0.24071
48,48,0.12852,0.20202,0.19268,0.21099,0.12848,0.10098,0.15608,0.23892
49,49,0.12592,0.19805,0.19182,0.2099,0.12589,0.099,0.15591,0.23631
50,50,0.12793,0.20072,0.19177,0.21079,0.1279,0.10033,0.15839,0.24334
51,51,0.12461,0.19469,0.18872,0.2065,0.12457,0.09732,0.15495,0.23554
52,52,0.12469,0.19718,0.18817,0.2077,0.12466,0.09856,0.15451,0.23794
53,53,0.12631,0.20027,0.19106,0.2107,0.12627,0.1001,0.15561,0.24096
54,54,0.1271,0.20345,0.19171,0.21306,0.12706,0.1017,0.15728,0.24572
55,55,0.12877,0.19997,0.19577,0.21295,0.12873,0.09996,0.16074,0.24014
56,56,0.1293,0.20344,0.19466,0.21286,0.12926,0.10169,0.15849,0.24194
57,57,0.12902,0.20101,0.19675,0.21456,0.12899,0.10048,0.16172,0.24318
58,58,0.12799,0.20151,0.18984,0.20869,0.12795,0.10073,0.15538,0.24117
59,59,0.13067,0.20558,0.19695,0.21546,0.13063,0.10276,0.16158,0.24598
60,60,0.12741,0.20118,0.1921,0.21126,0.12738,0.10056,0.16007,0.24255
61,61,0.13046,0.20633,0.19617,0.2159,0.13042,0.10313,0.16107,0.2472
62,62,0.12935,0.20432,0.19409,0.2138,0.12932,0.10213,0.15745,0.24411
63,63,0.13207,0.20579,0.19831,0.21609,0.13203,0.10287,0.16278,0.24647
64,64,0.12987,0.20403,0.19458,0.21307,0.12984,0.10198,0.16012,0.24379
65,65,0.12326,0.1971,0.18489,0.20398,0.12322,0.09852,0.15182,0.23596
66,66,0.13204,0.20532,0.20024,0.21777,0.132,0.10263,0.16359,0.24595
67,67,0.12864,0.20144,0.19536,0.21424,0.12861,0.10069,0.15844,0.24242
68,68,0.13171,0.20571,0.19915,0.21636,0.13167,0.10282,0.16087,0.24364
69,69,0.12471,0.19907,0.18853,0.20841,0.12468,0.09951,0.15433,0.23911
70,70,0.13173,0.20737,0.19804,0.21656,0.13169,0.10365,0.16167,0.24741
71,71,0.13145,0.20636,0.19865,0.21732,0.13141,0.10315,0.16258,0.24841
72,72,0.13133,0.20645,0.19718,0.21585,0.13129,0.10319,0.16019,0.24609
73,73,0.13226,0.20624,0.19864,0.21747,0.13223,0.10309,0.16537,0.24986
74,74,0.13365,0.20941,0.20174,0.22072,0.13361,0.10468,0.16551,0.2522
75,75,0.1254,0.19919,0.19037,0.21055,0.12537,0.09957,0.15872,0.24345
76,76,0.13197,0.20538,0.19883,0.21651,0.13193,0.10266,0.16311,0.24717
77,77,0.12864,0.20335,0.19514,0.21486,0.12861,0.10165,0.16381,0.24812
78,78,0.13509,0.21123,0.20539,0.22453,0.13505,0.10558,0.16881,0.25589
79,79,0.12956,0.20373,0.19567,0.21524,0.12952,0.10184,0.16014,0.24707
80,80,0.12889,0.20241,0.19513,0.2141,0.12885,0.10118,0.16089,0.2456
81,81,0.13256,0.20888,0.19999,0.21982,0.13252,0.10441,0.1624,0.25003
82,82,0.13038,0.2047,0.1978,0.21733,0.13034,0.10232,0.16419,0.24936
83,83,0.13452,0.2109,0.20462,0.22346,0.13448,0.10542,0.16809,0.25538
84,84,0.12589,0.20117,0.19022,0.21063,0.12585,0.10055,0.15586,0.24278
85,85,0.13493,0.21104,0.20423,0.22329,0.13489,0.10549,0.16666,0.25415
86,86,0.12719,0.20226,0.19135,0.21165,0.12715,0.1011,0.15923,0.24602
87,87,0.12726,0.2037,0.19192,0.21296,0.12722,0.10182,0.15746,0.24621
88,88,0.13467,0.21062,0.2059,0.22441,0.13463,0.10528,0.16879,0.25368
89,89,0.12435,0.19703,0.18724,0.20627,0.12431,0.09848,0.15356,0.23848
90,90,0.13308,0.20841,0.2014,0.21969,0.13304,0.10417,0.16623,0.25057
91,91,0.13587,0.21227,0.20662,0.22531,0.13583,0.1061,0.16797,0.25528
92,92,0.13003,0.20558,0.19897,0.21946,0.12999,0.10276,0.16602,0.25319
93,93,0.13062,0.20461,0.19715,0.21671,0.13058,0.10228,0.16311,0.24954
94,94,0.13325,0.21012,0.20176,0.22235,0.13321,0.10503,0.1644,0.25531
95,95,0.13124,0.20531,0.19842,0.21697,0.1312,0.10262,0.16399,0.24858
96,96,0.13221,0.20787,0.19888,0.21865,0.13217,0.1039,0.16505,0.25261
97,97,0.13524,0.21014,0.20256,0.22121,0.1352,0.10504,0.16593,0.25273
98,98,0.13297,0.20964,0.20139,0.22272,0.13294,0.10479,0.1656,0.25754
99,99,0.13029,0.20725,0.19784,0.21931,0.13025,0.10359,0.16311,0.25434
100,100,0.13187,0.2055,0.19831,0.21739,0.13183,0.10272,0.16491,0.2519
101,101,0.13422,0.21004,0.20273,0.22183,0.13418,0.10499,0.16572,0.25188
102,102,0.13389,0.20929,0.20446,0.22322,0.13385,0.10461,0.17001,0.25482
103,103,0.13265,0.20825,0.20091,0.22051,0.13261,0.1041,0.16736,0.25403
104,104,0.13045,0.2047,0.19647,0.21621,0.13041,0.10232,0.16422,0.25071
105,105,0.13698,0.21184,0.20982,0.2274,0.13694,0.10589,0.17033,0.25465
106,106,0.13277,0.20934,0.19988,0.21928,0.13273,0.10464,0.16415,0.25129
107,107,0.13053,0.20493,0.19749,0.21745,0.13049,0.10243,0.16435,0.25068
108,108,0.12963,0.20387,0.19282,0.21187,0.12959,0.1019,0.15859,0.24425
109,109,0.12792,0.20307,0.1915,0.2128,0.12788,0.10151,0.16105,0.24987
110,110,0.13514,0.21277,0.20807,0.22781,0.1351,0.10635,0.16974,0.25776
111,111,0.13753,0.21338,0.20692,0.22562,0.13749,0.10666,0.16991,0.25721
112,112,0.1332,0.20993,0.2017,0.22243,0.13316,0.10494,0.1701,0.25876
113,113,0.12937,0.20418,0.19455,0.21429,0.12933,0.10206,0.1624,0.24871
114,114,0.13668,0.21464,0.20717,0.22693,0.13664,0.10729,0.17014,0.25934
115,115,0.13114,0.20725,0.19748,0.21752,0.1311,0.10359,0.16301,0.25151
116,116,0.13625,0.21211,0.20619,0.22534,0.13621,0.10603,0.17261,0.25962
117,117,0.13304,0.20868,0.20369,0.22407,0.133,0.10431,0.16771,0.25578
118,118,0.13507,0.21147,0.2037,0.22337,0.13503,0.10571,0.16829,0.25559
119,119,0.13885,0.21677,0.21096,0.23019,0.13881,0.10835,0.17478,0.26349
120,120,0.13847,0.21527,0.21176,0.2308,0.13842,0.1076,0.17491,0.26254
121,121,0.13898,0.21516,0.21346,0.23197,0.13894,0.10755,0.17352,0.26144
122,122,0.13389,0.21118,0.20264,0.22344,0.13385,0.10556,0.16832,0.25854
123,123,0.12634,0.20037,0.18986,0.21032,0.1263,0.10016,0.16031,0.24628
124,124,0.12999,0.20707,0.19605,0.21743,0.12996,0.10351,0.16181,0.25352
125,125,0.13817,0.21554,0.21083,0.23099,0.13813,0.10774,0.17121,0.263
126,126,0.13803,0.2126,0.21077,0.22833,0.13799,0.10627,0.17243,0.2578
127,127,0.13213,0.20751,0.2019,0.22228,0.13209,0.10372,0.16759,0.25652
128,128,0.13199,0.20695,0.19552,0.21567,0.13195,0.10345,0.16383,0.25157
129,129,0.13661,0.21489,0.20673,0.22696,0.13657,0.10741,0.16833,0.25921
130,130,0.13767,0.21506,0.20983,0.22958,0.13763,0.1075,0.17128,0.2616
131,131,0.13756,0.21683,0.20931,0.2302,0.13752,0.10838,0.17292,0.26437
132,132,0.13339,0.20862,0.20103,0.22094,0.13335,0.10428,0.16746,0.25585
133,133,0.13616,0.21442,0.20561,0.2257,0.13612,0.10718,0.16898,0.2597
134,134,0.13304,0.20981,0.2013,0.22207,0.133,0.10487,0.16706,0.25642
135,135,0.13452,0.21222,0.20498,0.22576,0.13448,0.10608,0.16887,0.25945
136,136,0.13562,0.21388,0.20476,0.22494,0.13558,0.10691,0.16931,0.2587
137,137,0.13557,0.21353,0.20545,0.22555,0.13553,0.10674,0.17074,0.26014
138,138,0.13457,0.21182,0.20431,0.22443,0.13453,0.10588,0.16909,0.25677
