,epoch,hit@10,hit@20,ndcg@10,ndcg@20,precision@10,precision@20,recall@10,recall@20
0,0,0.10022,0.14797,0.16227,0.16839,0.12472,0.09208,0.10047,0.14705
1,1,0.10442,0.14924,0.16777,0.17129,0.12995,0.09287,0.10506,0.14849
2,2,0.10518,0.15485,0.16826,0.17505,0.1309,0.09635,0.10564,0.15655
3,3,0.10697,0.15599,0.17105,0.17686,0.13312,0.09707,0.10722,0.15752
4,4,0.10327,0.14695,0.16657,0.16987,0.12853,0.09144,0.10353,0.14825
5,5,0.10213,0.14708,0.16536,0.17027,0.1271,0.09152,0.10251,0.14865
6,6,0.10544,0.15306,0.16697,0.1732,0.13122,0.09525,0.10669,0.1552
7,7,0.1034,0.15141,0.16762,0.17371,0.12868,0.09422,0.10419,0.1509
8,8,0.10582,0.15344,0.16957,0.17541,0.1317,0.09548,0.1073,0.15341
9,9,0.10544,0.15332,0.17201,0.17707,0.13122,0.0954,0.10675,0.15343
10,10,0.10353,0.15854,0.16912,0.17908,0.12884,0.09865,0.10448,0.15848
11,11,0.11002,0.16045,0.1753,0.1817,0.13693,0.09984,0.11077,0.16064
12,12,0.10989,0.16108,0.17704,0.18401,0.13677,0.10024,0.11053,0.16255
13,13,0.10811,0.15586,0.17627,0.18147,0.13455,0.09699,0.10776,0.15622
14,14,0.11206,0.16223,0.17376,0.18164,0.13946,0.10095,0.11166,0.16237
15,15,0.11002,0.16198,0.17655,0.18408,0.13693,0.10079,0.11049,0.16362
16,16,0.11613,0.16427,0.18525,0.19003,0.14453,0.10222,0.11608,0.16436
17,17,0.11028,0.16669,0.17965,0.18923,0.13724,0.10372,0.11025,0.16613
18,18,0.10951,0.1565,0.18164,0.18462,0.13629,0.09739,0.11004,0.15586
19,19,0.11741,0.1658,0.19065,0.19338,0.14612,0.10317,0.11828,0.16562
20,20,0.11308,0.16427,0.18634,0.19224,0.14073,0.10222,0.11353,0.16618
21,21,0.11652,0.16707,0.18704,0.19099,0.14501,0.10396,0.11637,0.1654
22,22,0.11881,0.17318,0.18959,0.19626,0.14786,0.10777,0.11917,0.17379
23,23,0.11715,0.17293,0.19043,0.19798,0.1458,0.10761,0.11699,0.17311
24,24,0.1155,0.17191,0.18796,0.1958,0.14374,0.10697,0.1162,0.17175
25,25,0.11868,0.177,0.19378,0.20169,0.1477,0.11014,0.11856,0.17623
26,26,0.12034,0.17407,0.19244,0.19781,0.14976,0.10832,0.12026,0.17295
27,27,0.12072,0.1742,0.19317,0.19856,0.15024,0.1084,0.12093,0.17381
28,28,0.11932,0.17598,0.18984,0.19832,0.14849,0.10951,0.11994,0.17706
29,29,0.12352,0.17267,0.19242,0.19517,0.15372,0.10745,0.12257,0.17185
30,30,0.11804,0.17764,0.19014,0.19928,0.14691,0.11054,0.11823,0.17712
31,31,0.11613,0.17369,0.18857,0.19747,0.14453,0.10808,0.11691,0.17499
32,32,0.11944,0.17662,0.19617,0.20231,0.14865,0.1099,0.12036,0.17607
33,33,0.12212,0.17738,0.1972,0.20294,0.15198,0.11038,0.1215,0.17597
34,34,0.12212,0.17789,0.19641,0.20281,0.15198,0.1107,0.12492,0.17969
35,35,0.12225,0.18261,0.20035,0.2083,0.15214,0.11363,0.12239,0.1816
36,36,0.12301,0.18082,0.19963,0.2064,0.15309,0.11252,0.1235,0.18058
37,37,0.12441,0.18668,0.19963,0.2102,0.15483,0.11616,0.12567,0.18866
38,38,0.11792,0.17917,0.19077,0.20037,0.14675,0.11149,0.11812,0.17887
39,39,0.12237,0.17764,0.19773,0.20342,0.1523,0.11054,0.12339,0.17834
40,40,0.12556,0.18299,0.1997,0.20697,0.15626,0.11387,0.12616,0.18431
41,41,0.12288,0.17586,0.1945,0.19967,0.15293,0.10943,0.12162,0.17581
42,42,0.12632,0.18528,0.20059,0.20855,0.15721,0.11529,0.12505,0.18592
43,43,0.12798,0.18643,0.2081,0.21451,0.15927,0.11601,0.12772,0.18801
44,44,0.12581,0.17942,0.2038,0.20751,0.15658,0.11165,0.12587,0.17929
45,45,0.12148,0.17751,0.19359,0.20003,0.15119,0.11046,0.12243,0.17762
46,46,0.13154,0.18821,0.20987,0.21531,0.16371,0.11712,0.13208,0.18985
47,47,0.12377,0.18286,0.19672,0.20459,0.15404,0.11379,0.12334,0.1831
48,48,0.12161,0.18082,0.1982,0.2061,0.15135,0.11252,0.12325,0.18199
49,49,0.12416,0.18197,0.20243,0.20914,0.15452,0.11323,0.12579,0.18352
50,50,0.11639,0.17624,0.19164,0.20068,0.14485,0.10967,0.11617,0.17708
51,51,0.12416,0.18502,0.20408,0.21242,0.15452,0.11513,0.1251,0.18655
52,52,0.12034,0.1798,0.19355,0.20228,0.14976,0.11189,0.12092,0.17969
53,53,0.12963,0.1933,0.20474,0.21499,0.16133,0.12029,0.12983,0.19477
54,54,0.13116,0.18935,0.20807,0.21402,0.16323,0.11783,0.13171,0.19101
55,55,0.12772,0.18859,0.20754,0.21454,0.15895,0.11735,0.12864,0.18876
56,56,0.13001,0.19139,0.20365,0.21291,0.16181,0.1191,0.12981,0.19341
57,57,0.12607,0.18477,0.20482,0.21105,0.15689,0.11498,0.12572,0.186
58,58,0.12492,0.18732,0.20072,0.20936,0.15547,0.11656,0.1251,0.1884
59,59,0.13332,0.19394,0.21502,0.22211,0.16593,0.12068,0.13395,0.19557
60,60,0.13103,0.19241,0.20658,0.21467,0.16307,0.11973,0.13162,0.19258
61,61,0.1295,0.18935,0.21048,0.21777,0.16117,0.11783,0.12954,0.19065
62,62,0.12696,0.19012,0.20603,0.21487,0.158,0.1183,0.12705,0.1914
63,63,0.12976,0.18885,0.20936,0.21578,0.16149,0.11751,0.1298,0.18965
64,64,0.12556,0.18579,0.2027,0.21016,0.15626,0.11561,0.12571,0.18687
65,65,0.13498,0.19432,0.21594,0.22136,0.16799,0.12092,0.13468,0.19537
66,66,0.129,0.19152,0.20661,0.21543,0.16054,0.11918,0.12846,0.19152
67,67,0.12123,0.18477,0.19871,0.20913,0.15087,0.11498,0.12161,0.18625
68,68,0.13613,0.19789,0.21826,0.22522,0.16941,0.12314,0.13655,0.19945
69,69,0.1295,0.18668,0.20898,0.21382,0.16117,0.11616,0.1297,0.1861
70,70,0.1304,0.1919,0.21306,0.22031,0.16228,0.11941,0.13086,0.19323
71,71,0.12925,0.19076,0.2097,0.21717,0.16086,0.1187,0.12953,0.19186
72,72,0.12849,0.19152,0.20702,0.21611,0.1599,0.11918,0.12843,0.1933
73,73,0.12989,0.19636,0.20904,0.22043,0.16165,0.12219,0.13005,0.19854
74,74,0.1346,0.19636,0.21382,0.22099,0.16751,0.12219,0.13447,0.1977
75,75,0.12135,0.17891,0.20082,0.20757,0.15103,0.11133,0.12178,0.17924
76,76,0.13052,0.19967,0.21004,0.22233,0.16244,0.12425,0.13167,0.20192
77,77,0.13498,0.19598,0.2161,0.22299,0.16799,0.12195,0.13578,0.19771
78,78,0.13218,0.18795,0.21228,0.21652,0.1645,0.11696,0.13296,0.19017
79,79,0.13243,0.19432,0.21012,0.21821,0.16482,0.12092,0.13301,0.19641
80,80,0.12976,0.18948,0.21072,0.21742,0.16149,0.11791,0.13031,0.19128
81,81,0.13052,0.19177,0.20929,0.21691,0.16244,0.11933,0.13171,0.19134
82,82,0.13332,0.19674,0.21102,0.22013,0.16593,0.12242,0.13349,0.19962
83,83,0.12989,0.18655,0.20792,0.21343,0.16165,0.11609,0.13061,0.18846
84,84,0.13218,0.19496,0.21105,0.22014,0.1645,0.12132,0.13343,0.19813
85,85,0.13014,0.19687,0.20802,0.21897,0.16197,0.1225,0.13123,0.19893
86,86,0.13091,0.19343,0.20978,0.21941,0.16292,0.12036,0.13153,0.19699
87,87,0.13689,0.20069,0.21819,0.22696,0.17036,0.12488,0.13772,0.20361
88,88,0.13715,0.2012,0.21886,0.22713,0.17068,0.1252,0.13863,0.20344
89,89,0.13129,0.18732,0.21171,0.21614,0.16339,0.11656,0.13483,0.1903
90,90,0.13231,0.19521,0.2134,0.22208,0.16466,0.12147,0.13306,0.19756
91,91,0.1318,0.1933,0.20498,0.214,0.16403,0.12029,0.1327,0.19583
92,92,0.12403,0.18044,0.20396,0.21006,0.15436,0.11228,0.12446,0.18254
93,93,0.13371,0.19572,0.21699,0.22493,0.1664,0.12179,0.13554,0.19852
94,94,0.13727,0.20565,0.21966,0.2305,0.17084,0.12797,0.13968,0.20753
95,95,0.13103,0.19661,0.21208,0.22239,0.16307,0.12235,0.13143,0.19842
96,96,0.13473,0.19432,0.21936,0.22515,0.16767,0.12092,0.13704,0.19623
97,97,0.13129,0.1905,0.21246,0.21849,0.16339,0.11854,0.13223,0.19229
98,98,0.1374,0.20069,0.21924,0.2265,0.171,0.12488,0.13763,0.20206
99,99,0.13141,0.18757,0.2098,0.21534,0.16355,0.11672,0.13276,0.19034
100,100,0.13574,0.20578,0.21452,0.22696,0.16894,0.12805,0.13674,0.2082
101,101,0.13816,0.20183,0.21827,0.22622,0.17195,0.12559,0.13862,0.2042
102,102,0.13332,0.19789,0.21404,0.2237,0.16593,0.12314,0.13405,0.20026
103,103,0.12925,0.18885,0.20828,0.21489,0.16086,0.11751,0.12991,0.19002
104,104,0.13804,0.20132,0.21738,0.22631,0.17179,0.12528,0.13875,0.20383
105,105,0.13422,0.19165,0.21367,0.21979,0.16704,0.11926,0.13552,0.19501
106,106,0.13498,0.1998,0.2149,0.22461,0.16799,0.12433,0.13552,0.20239
107,107,0.136,0.20209,0.21704,0.22696,0.16926,0.12575,0.13775,0.20547
108,108,0.13944,0.20489,0.2217,0.23066,0.17353,0.1275,0.14196,0.20688
109,109,0.13218,0.19954,0.21421,0.22568,0.1645,0.12417,0.13316,0.20179
110,110,0.13918,0.20362,0.22238,0.2303,0.17322,0.1267,0.14001,0.20545
111,111,0.13562,0.20069,0.21944,0.22862,0.16878,0.12488,0.13607,0.20241
112,112,0.12709,0.19025,0.20888,0.2179,0.15816,0.11838,0.12878,0.19143
113,113,0.13676,0.20222,0.21673,0.22634,0.17021,0.12583,0.13704,0.20306
114,114,0.13816,0.20069,0.22164,0.22925,0.17195,0.12488,0.13838,0.20356
115,115,0.13358,0.20145,0.21519,0.22591,0.16624,0.12536,0.13635,0.2032
116,116,0.13498,0.2026,0.2155,0.22661,0.16799,0.12607,0.13539,0.20483
117,117,0.13307,0.19496,0.21438,0.22253,0.16561,0.12132,0.13482,0.19641
118,118,0.13574,0.20273,0.21834,0.22871,0.16894,0.12615,0.13672,0.20481
119,119,0.13409,0.19585,0.21565,0.22368,0.16688,0.12187,0.13518,0.1984
